review_text,sentiment,review_length
"in fact, it's hard to remember that the part of ray charles is being acted, and not played by the man himself.  	1
ray charles is legendary.  	1
ray charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
hitchcock is a great director.  	1
ironically i mostly find his films a total waste of time to watch.  	0
secondly, hitchcock pretty much perfected the thriller and chase movie.  	1
it's this pandering to the audience that sabotages most of his films.  	0
hence the whole story lacks a certain energy.  	0
the plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
there are the usual hitchcock logic flaws.  	0
mishima is extremely uninteresting.  	0
this is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
the flat reenactments don't hold your attention because they are emotionally adrift and stagy.  	0
and the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	0
he can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
schrader has made a resume full of lousy, amateurish films.  	0
when i first watched this movie, in the 80s, i loved it.  	1
i was totally fascinated by the music, the dancing... everything.  	1
however, i recently watched the whole thing again on dvd, and i was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
i mean, in a realistic world, she would never have gotten into that ballet repertory... the whole thing was quite pathetic.  	0
the character developments also lacked in depth.  	0
woa, talk about awful.  	0
do not waste your time.  	0
it was just too horrible.  	0
the worst, sappiest dialogue... i could go on and on.  	0
but what really made it unwatchable was the direction.  	0
the poor actors.  	0
you can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
if you check the director's filmography on this site you will see why this film didn't have a chance.  	0
this would not even be good as a made for tv flick.  	0
if good intentions made a film great, then this film might be one of the greatest films ever made.  	1
the film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
regrettably, the film fails.  	0
the movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
no actress has been worse used that june allison in this movie.  	0
yet, i enjoy watching it.  	1
unfortunately, this is a bad movie that is just plain bad.  	0
bad script, bad direction and horrible acting make this one plain bad  	0
the dialogue sucked.  	0
the cinematography-if it can be called that-sucked.  	0
the soundtrack sucked.  	0
the acting sucked.  	0
the concert sequences just sucked.  	0
that was nice.  	1
that was funny.  	1
it was so funny.  	1
overall, this movie was cheap trash.  	0
but this movie is not funny, considering the ridiculousness of it.  	0
i came out of it feeling angry.  	0
***spoilers*** whatever else can  be said about it, surface is superbly crafted.  	1
the cinematography is simply stunning  and the fx are nothing if not state-of-the-art.  	1
conceptually, the show offers a little bit of everything- and for just about everybody .  	1
and there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
all things considered, a job very well done.  	1
thanks good a movie like this was done and released.  	1
one of the best mexican movies ever, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
it ranks highly as a great noir-crime-drama, incredible performances by belmondo and lino ventura.  	1
the attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	1
it is an excellent drama, an excellent thriller, and an excellent film.  	1
up there with the best of melville.  	1
everything about this film is simply incredible.  	1
you truly take this journey through the eyes and soul of a child.  	1
black water is a thriller that manages to completely transcend it's limitations  by continually subverting expectations to emerge as an intense experience.  	1
the performances are real and gripping, the crocdodile is extremely well done, indeed if the black water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
i thoroughly enjoyed it when christopher eccleston took control of the tardis and the continuation of the series.  	1
i'm not sure what he was trying to do with this film.  	0
if it was to turn my good day feeling into a night of disturbing memories than i guess he succeeded.  	0
there is a lot of beautiful places.  	1
it was forced, like everything in this movie.  	0
again, lame.  	0
here's where the movie really pi**ed me off.  	0
and don't even get me started on the jerky camerawork.  	0
when i saw it in the theater i thought i was going to be sick.  	0
summary: the witticisms weren't witty.  	0
the plot - well, i said i'd let that one go.  	0
the acting was bad.  	0
really bad.  	0
even billy bob couldn't rise above the script, which was worse.  	0
camerawork - again, bad.  	0
rating: 1 out of 10.  	0
an amazing finale to possibly the best trilogy of all time  	1
kieslowski never ceases to amaze me.  	1
he is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
his use of the colours of the french flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
three of the most visually appealing movies i've ever seen.  	1
and his subtle connections between the three films are awesome.  	1
i have to mention this and it is a huge spoiler, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with valentine and the young judge together, and the old man watching it on her tv, solidifying his happiness over the suffering which he dealt with for those many years.  	1
i couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy  	1
i recommend this for everyone who loves film, movies, anything...a work of art  	1
10 out of 10 for both the movie and trilogy.  	1
i literally vomited while watching this film.  	0
i think i was one of the people who found this another one of roth's pearls.  	1
his performance, as awarded, was stunning.  	1
the story which was told so eloquently by francis ford coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
in a most wonderful location lies a story of contrast.  	1
all in all a beautiful directed film from nicola's roeg wih a sublime cast.  	1
i'm translating movies for a living and this is the first movie in my 5-year working experience that i found offensive to my intelligence.  	0
but when someone strives for greatness and poetry, but delivers a muddled  story, a bunch of disparate scenes, pretentious dialogue... then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".",0,7826
"to those who find this movie intelligent or even masterful, i can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt  .",0,193
"one more thing: i can tolerate political incorrectness very well, i'm all for artistic freedom and suspension of disbelief, but the slavic female character was just too much.",0,174
this is such a fun and funny movie.,1,35
highly entertaining at all angles.,1,34
"it features an outlandish array of memorable, psychotic but lovable nuts.",1,73
"so for our enjoyment we get to see them run around, play games, and be dangerous.",1,81
it even has its sweet moments.,1,30
the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.,1,107
all the characters in this film are tremendously well played.,1,61
and i really did find them funny.,1,33
this is actually a very smart movie.,1,36
there is a brilliant twist ending.,1,34
"i love it.  	1
the ending is so, so perfect... you'll shed a tear.  	1
i am so thrilled after seeing a movie like this.  	1
i will never forget it now.  	1
it is not just a cult... it is a cult classic.  	1
which has more depth and character than the man underneath it.  	0
the malta settings are as dry and as barren as the dialogue.  	0
this movie is terrible.  	0
the hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  	0
for those that haven't seen it, don't waste your time  	0
to call this movie a drama is ridiculous  	0
started watching this but didn't believe in any of the characters.  	0
in particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	0
it was a very superficial movie and it gave me the feeling that i was watching play rather than a film.  	0
the characters were very 'stagey' and the storyline was a lot like a stage farce.  	0
by the time the pyromaniac waylaid the assistant i was bored and didn't care what happened next and so i switched off.  	0
glad i didn't pay to see it.  	0
didn't laugh or even smile once.  	0
but it wasn't anything at all just one big yawn...  	0
it is a really good show to watch.  	1
it is very educational for children 1 to 8 years old.  	1
barney is definitely super de duper.  	1
is pretty funny.  	1
babie bop is very cute.  	1
the kids are very cool too.  	1
 but ""storm trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.",0,1557
it's just lame.,0,15
the guy who said he's had better dialogue with his potted plants has it right.,0,78
everything about this movie is stupid.,0,38
"even if you love bad movies, do not watch this movie.",0,53
it is shameful.,0,15
i would give this television series a 10 plus if i could.,1,57
"the writers were ""smack on"" and i think the best actors and actresses were a bonus to the show.these characters were so real.",1,125
i must say i have taped most of the episodes and i find myself watching them over and over again.,1,97
now you know why i gave it a 10+,1,32
"i don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.",1,150
i totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.,1,132
the things that the four kids get themselves into is absolutely hilarious to watch.,1,83
this is one of the best movies out there that shows such strong sibling bond for each other.,1,92
"much more interesting, more action, more suspense, and less of the unneeded controversy.",1,88
everything from acting to cinematography was solid.,1,51
definitely worth checking out.,1,30
damian is so talented and versatile in so many ways of writing and portraying different characters on screen.,1,109
this movie has a cutting edge to it.,1,36
"i am so pleased to know such a modern day genius is out there , letting is passion for art drive him and taking us as an audience with him.",1,139
"the new characters weren't all that memorable, and i found myself forgetting who was who.",0,89
i felt as though her going to ireland did absolutely nothing whatsoever.,0,72
"it didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.",0,107
the jerky camera movements were also annoying.,0,46
the plot was the same as pretty much every other cheap horror.,0,62
"there was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.",0,121
"i guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.",0,106
"if you see it, you should probably just leave it on the shelf.",0,62
"elias koteas,jack palance play good roles angelina is hot and gets naked.billy drago appears in this and is cool as usual + a cameo by sven ole thorsen helps make this a very enjoyable movie with good acting and a decent budget.",1,228
this was such an awesome movie that i bought it off of ebay.,1,60
"i really loved the story line and the poler bear was kinda cute.but if anyone has a question about fort steele, just ask away:)",1,127
this totally unfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture i probably looked at my watch about 70000 times,0,176
